m1,m2,LISA,LGWA1,LGWA2,CE1+CE1+ET,CE2+CE2+ET
45.0,1.2000000000000002,0.0,0.01,0.06,4.8010460270999555,11.033724115135177
46.0,1.2000000000000002,0.0,0.01,0.06,4.839542445513107,11.014134072211354
47.0,1.2000000000000002,0.0,0.01,0.06,4.876672139751418,10.989451830128713
48.0,1.2000000000000002,0.0,0.01,0.07,4.912454407516548,10.96019644745932
49.0,1.2000000000000002,0.0,0.01,0.07,4.946902801213944,10.92781166615174
50.0,1.2000000000000002,0.0,0.01,0.07,4.9800184511522625,10.892526078323746
51.0,1.2000000000000002,0.0,0.01,0.07,5.011775684023986,10.854060083263349
52.0,1.2000000000000002,0.0,0.01,0.07,5.042252756245566,10.8124078797057
53.0,1.2000000000000002,0.0,0.01,0.07,5.071295802979159,10.767829770328731
54.0,1.2000000000000002,0.0,0.01,0.07,5.099200790251817,10.720712935142034
55.0,1.2000000000000002,0.0,0.01,0.07,5.125739633985886,10.671601610435859
56.0,1.2000000000000002,0.0,0.01,0.07,5.150831840690361,10.62071094642483
57.0,1.2000000000000002,0.0,0.01,0.07,5.174741474046183,10.568385213599706
58.0,1.2000000000000002,0.0,0.01,0.07,5.197140213180002,10.514659194477824
59.0,1.2000000000000002,0.0,0.01,0.07,5.218354261370574,10.459766734366116
60.0,1.2000000000000002,0.0,0.01,0.07,5.238062847662912,10.403964190255914
61.0,1.2000000000000002,0.0,0.01,0.07,5.256477944327142,10.347387026261094
62.0,1.2000000000000002,0.0,0.01,0.07,5.273433164728554,10.289835531104487
63.0,1.2000000000000002,0.0,0.01,0.07,5.288956425531743,10.2321156679004
64.0,1.2000000000000002,0.0,0.01,0.07,5.303254936156365,10.173906875010411
65.0,1.2000000000000002,0.0,0.01,0.07,5.316062831082997,10.115432305487683
66.0,1.2000000000000002,0.0,0.01,0.07,5.3274714058164,10.056355443153372
67.0,1.2000000000000002,0.0,0.01,0.07,5.337460291010004,9.997564479436166
68.0,1.2000000000000002,0.0,0.01,0.07,5.346180068079004,9.938580622398533
69.0,1.2000000000000002,0.0,0.01,0.07,5.353689858995046,9.879342065865226
70.0,1.2000000000000002,0.0,0.01,0.08,5.359877035973179,9.820520319271393
71.0,1.2000000000000002,0.0,0.01,0.08,5.3647993675647685,9.761734398957959
72.0,1.2000000000000002,0.0,0.01,0.08,5.368503281539517,9.7027531525387
73.0,1.2000000000000002,0.0,0.01,0.08,5.3710723557234985,9.644395225324072
74.0,1.2000000000000002,0.0,0.01,0.08,5.3725404460009765,9.586031855694783
75.0,1.2000000000000002,0.0,0.01,0.08,5.372955633765326,9.528108136821048
76.0,1.2000000000000002,0.0,0.01,0.08,5.372376968062161,9.47045744578698
77.0,1.2000000000000002,0.0,0.01,0.08,5.370813273423806,9.413011141532065
78.0,1.2000000000000002,0.0,0.01,0.08,5.36830659086368,9.356097030597015
79.0,1.2000000000000002,0.0,0.01,0.08,5.364926968437546,9.299345510622953
80.0,1.2000000000000002,0.0,0.01,0.08,5.360825353456465,9.243239415941598
81.0,1.2000000000000002,0.0,0.01,0.08,5.356021336601045,9.187359877754282
82.0,1.2000000000000002,0.0,0.01,0.08,5.350443924765013,9.132272558826623
83.0,1.2000000000000002,0.0,0.01,0.08,5.344248480300687,9.07751855823182
84.0,1.2000000000000002,0.0,0.01,0.08,5.337311393812355,9.023486155270406
85.0,1.2000000000000002,0.0,0.01,0.08,5.329850024448844,8.96977180747982
86.0,1.2000000000000002,0.0,0.01,0.08,5.32194824286587,8.916599077312632
87.0,1.2000000000000002,0.0,0.01,0.08,5.313520949094886,8.86384134327412
88.0,1.2000000000000002,0.0,0.01,0.08,5.304339438469846,8.81138622051475
89.0,1.2000000000000002,0.0,0.01,0.08,5.29516518955735,8.759667705994511
90.0,1.2000000000000002,0.0,0.01,0.08,5.285422098208141,8.708088893566638
91.0,1.2000000000000002,0.0,0.01,0.08,5.275271646579799,8.657335228857825
92.0,1.2000000000000002,0.0,0.01,0.08,5.264800957176781,8.606736461367003
93.0,1.2000000000000002,0.0,0.01,0.08,5.254149451920112,8.556639816075545
94.0,1.2000000000000002,0.0,0.01,0.08,5.2434459943850085,8.50710863063252
95.0,1.2000000000000002,0.0,0.01,0.08,5.232878787232054,8.457867972160182
96.0,1.2000000000000002,0.0,0.01,0.08,5.2222318187169785,8.40944871828745
97.0,1.2000000000000002,0.0,0.01,0.08,5.21120743387269,8.361230235920909
98.0,1.2000000000000002,0.0,0.01,0.08,5.200042538004657,8.313410646950972
99.0,1.2000000000000002,0.0,0.01,0.08,5.18846667342015,8.266388450714064
100.0,1.2000000000000002,0.0,0.01,0.09,5.1765015632635585,8.219631664620122
101.0,1.2000000000000002,0.0,0.01,0.09,5.164318380475872,8.173305522650342
102.0,1.2000000000000002,0.0,0.01,0.09,5.151699552421027,8.12763598569664
103.0,1.2000000000000002,0.0,0.01,0.09,5.139050162709247,8.082296619474267
104.0,1.2000000000000002,0.0,0.01,0.09,5.126027050862121,8.037422056771394
